ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62
11,59,59,59,99,99,338,110,637,63,215,337,138,163,347,238,182,138,64,144,369,144,144,237,370,166,237,370,8,370,144,370,370,193,237,241,237,370,261,399,144,237,237,237,237,144,144,369,370,237,237,144,144,261,144,279,144,238,279,144,238,144,261,144
12,59,59,54,54,59,186,356,741,421,19,8,435,384,296,374,340,185,258,48,225,252,296,137,60,296,428,274,125,281,231,137,348,158,257,26,122,348,2,137,348,348,231,231,258,231,130,231,122,158,231,122,348,252,255,26,122,252,122,402,122,122,141,122
13,59,59,59,59,54,724,216,355,34,322,59,82,374,374,158,304,349,435,130,79,67,26,67,122,60,137,79,60,435,428,137,137,79,137,423,137,137,137,428,355,54,137,239,67,152,355,423,152,136,423,152,202,152,428,202,152,152,143,152,137,152,357,152
14,463,813,706,431,144,773,272,363,251,165,158,223,107,390,231,322,3,211,3,50,3,421,402,295,158,296,274,355,26,295,26,158,137,26,71,355,158,158,152,311,402,136,231,152,355,355,357,435,26,26,402,275,26,357,152,58,402,26,402,26,160,160,402
15,0,300,416,300,99,200,564,169,337,134,235,388,179,261,369,42,40,369,135,375,106,365,178,375,139,88,68,300,300,236,300,375,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,217,300,300,300,300,300,300,300,68,300,300,68,300,300,300
16,162,59,59,99,59,300,733,55,758,338,64,391,110,88,45,323,323,188,99,323,99,246,200,313,346,213,313,188,213,246,205,205,246,221,213,213,213,188,188,221,205,188,205,205,188,221,246,99,99,99,314,323,321,313,205,205,205,246,313,205,205,405,246
17,59,59,59,59,99,300,325,685,127,253,230,236,88,431,395,70,90,221,273,290,236,236,164,236,236,300,300,236,196,236,300,236,236,236,236,236,300,381,88,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
18,98,272,272,226,59,272,105,494,512,39,288,8,8,238,98,261,260,179,179,179,179,179,247,78,247,179,247,260,78,78,337,337,179,271,214,337,32,303,32,337,32,303,214,32,32,337,261,337,214,337,337,271,290,240,214,337,240,240,129,337,240,240,240
19,272,272,272,59,162,853,335,535,555,145,46,253,408,24,32,389,32,389,389,32,109,85,32,431,333,335,85,85,272,32,380,272,32,93,32,240,272,93,272,272,150,272,272,2,150,272,272,272,2,272,2,2,2,272,272,272,272,2,2,272,272,272,272
20,59,59,59,59,59,622,588,266,136,351,220,361,27,272,170,192,170,170,34,136,170,192,192,379,395,82,379,35,170,379,272,83,305,273,136,87,87,136,426,361,296,361,361,253,148,305,253,361,273,22,41,361,136,273,338,136,136,305,305,305,187,359,253
21,59,59,59,59,99,491,294,95,379,78,275,252,148,122,63,281,135,305,145,305,357,309,303,309,231,135,309,324,165,165,165,324,165,309,24,303,309,303,271,165,86,165,165,71,198,358,358,165,165,165,165,165,50,165,136,371,303,296,136,371,136,136,371
22,59,59,59,99,99,75,620,693,284,244,151,82,225,199,94,256,336,283,283,428,48,274,137,336,202,125,295,48,296,102,102,402,72,274,336,274,336,49,358,165,274,309,309,309,135,135,135,358,358,135,358,231,273,358,274,183,274,258,165,358,274,274,274
23,54,59,59,144,99,203,93,171,578,40,73,316,336,244,75,258,14,383,282,356,295,137,165,258,165,258,258,274,72,258,274,49,258,258,258,258,274,258,2,274,274,274,360,274,274,274,258,282,231,231,183,231,274,274,231,183,183,258,231,231,282,231,434
24,230,230,27,59,430,714,356,90,316,169,82,3,91,231,295,3,360,14,130,63,185,36,183,63,255,63,183,130,183,130,183,36,130,296,36,63,63,36,14,130,63,286,36,14,63,36,183,130,356,183,356,130,356,356,36,356,356,14,14,14,14,183,383
25,59,59,99,59,59,430,268,7,300,314,319,372,39,286,240,40,319,290,319,319,240,430,319,430,319,319,319,91,430,430,319,91,430,430,319,114,114,430,319,319,319,98,319,319,114,319,319,319,319,40,430,430,319,335,430,430,40,40,319,40,430,430,430
26,59,59,59,285,99,695,430,353,45,214,166,39,251,214,234,11,62,193,39,114,98,240,181,138,413,98,210,200,37,413,98,114,98,98,193,98,193,335,193,181,210,181,98,430,98,430,319,98,430,430,430,430,430,319,210,430,430,230,240,219,430,256,210
27,59,59,59,59,59,296,830,518,810,130,288,300,85,2,271,179,114,178,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306,306
28,59,59,59,59,59,523,314,795,578,198,410,296,74,113,337,29,127,113,5,306,81,403,306,164,202,369,202,68,369,68,288,379,379,379,203,60,78,382,350,297,109,379,350,297,208,389,297,379,208,297,389,202,60,379,297,208,306,297,379,379,109,379,389
29,59,59,59,59,59,306,40,356,347,191,40,380,132,265,394,8,178,193,394,375,138,178,290,134,110,150,19,240,19,156,19,95,156,64,156,110,19,19,19,19,253,95,290,8,95,253,64,335,19,19,19,382,375,64,85,375,367,85,382,85,375,85,64
30,59,166,166,128,99,166,166,372,246,238,430,246,284,37,413,114,238,237,237,237,237,166,260,166,166,214,214,214,166,166,214,166,166,166,166,241,237,166,166,237,237,166,179,166,166,166,166,237,237,166,166,237,166,166,166,166,207,166,166,166,261,207,166
31,59,99,59,99,59,12,166,196,396,221,385,338,310,327,330,11,234,321,327,196,84,84,328,196,406,84,84,84,406,84,45,400,21,21,47,65,4,200,200,45,400,45,45,181,250,45,96,45,96,47,206,200,250,45,200,200,45,200,200,45,45,206,167
32,166,59,166,59,158,45,166,246,92,246,354,8,413,205,193,62,62,214,214,161,279,279,214,214,279,92,279,161,214,92,214,214,279,214,166,161,161,161,161,161,161,279,279,166,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279,279
33,436,212,300,34,99,415,365,243,316,255,314,199,14,316,183,151,215,36,215,48,14,36,72,36,72,72,72,354,354,282,72,354,282,72,354,72,72,282,72,282,72,72,72,72,282,72,282,282,72,282,72,72,72,72,72,282,282,282,72,72,72,72,72
34,59,59,59,245,72,660,564,32,234,94,401,258,49,49,128,366,366,366,57,225,185,366,225,72,72,282,48,225,282,185,72,72,72,282,72,183,282,49,183,72,282,14,72,282,183,72,282,282,282,72,72,72,72,282,72,282,72,72,282,72,72,72,72
35,866,581,202,59,72,244,584,506,175,192,94,231,165,125,173,36,384,384,384,94,384,57,384,188,14,49,225,14,72,72,72,225,72,72,125,295,225,225,258,49,151,225,225,151,225,225,225,366,225,225,225,225,225,225,225,225,225,151,225,225,225,225,225
36,59,59,59,59,477,406,785,392,385,164,147,222,698,238,237,376,166,238,413,64,37,92,261,279,242,279,8,8,237,238,279,238,238,161,37,237,237,238,261,237,238,237,241,237,237,238,261,238,237,237,279,436,237,241,279,370,219,436,237,161,237,238,238
37,238,381,159,60,59,238,474,214,279,69,354,406,413,413,413,237,214,279,260,188,188,436,238,237,436,237,237,237,413,237,237,163,237,237,237,237,144,237,261,238,238,238,237,238,238,237,237,238,237,163,237,238,261,261,261,437,238,261,238,437,237,163,238
38,99,99,59,99,238,261,786,62,344,62,108,393,20,414,427,376,110,70,376,399,37,175,393,414,394,198,198,222,222,144,110,175,175,414,175,110,175,308,394,175,308,394,394,175,394,261,8,394,308,308,261,144,175,394,198,261,394,308,261,394,394,394,144
39,78,78,78,78,59,568,407,536,292,295,266,290,194,73,158,301,114,373,389,5,127,68,369,46,350,158,435,435,137,374,202,26,374,202,60,68,202,26,68,137,137,60,68,382,349,202,382,202,389,68,202,389,68,349,374,202,349,374,374,158,382,158,202
40,162,99,422,59,796,78,666,262,752,376,378,42,159,114,86,169,179,169,337,32,78,247,380,32,337,337,337,247,337,247,337,247,247,247,260,247,247,247,337,337,247,247,247,247,247,247,422,247,247,247,422,422,337,422,422,422,422,422,422,422,422,422,422
41,59,99,59,317,99,113,126,143,717,390,135,93,127,113,165,7,349,373,253,32,169,126,98,367,32,337,337,247,32,32,32,86,261,32,78,32,32,32,32,32,422,32,32,271,32,271,93,32,142,86,422,32,93,78,32,32,422,32,93,93,422,32,32
42,156,418,67,59,52,49,246,232,234,326,274,383,434,366,384,384,225,270,73,49,173,225,340,185,384,366,384,384,94,49,366,366,48,366,340,384,384,151,94,48,94,94,151,94,94,384,94,384,384,366,384,366,225,366,384,384,384,366,366,384,384,366,366
43,59,144,59,59,49,130,618,371,356,49,72,49,185,169,48,63,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
44,59,59,59,99,59,456,627,436,423,128,215,130,295,63,151,49,49,48,185,48,48,258,185,94,225,102,384,384,171,171,94,94,94,94,49,48,171,48,49,48,171,48,94,94,94,49,49,49,49,48,49,49,48,49,94,49,49,94,94,49,94,49,48
45,59,162,59,7,59,34,840,374,624,114,49,368,375,37,139,347,261,85,260,7,260,369,219,382,64,271,7,159,388,240,129,240,240,240,32,260,271,240,32,129,32,32,64,42,32,32,42,261,32,55,64,64,31,64,129,64,64,64,64,7,31,64,31
46,54,370,7,7,59,815,32,2,102,138,337,290,179,235,107,139,394,234,358,7,179,64,42,7,7,7,358,7,7,7,7,7,7,7,24,7,32,7,305,7,7,7,324,324,7,31,7,324,175,324,24,7,7,7,7,7,7,24,7,7,7,7,7
47,59,59,59,59,99,74,265,430,325,98,139,150,91,235,375,369,7,150,7,303,202,42,240,422,86,7,7,358,93,64,64,7,7,7,273,31,240,7,7,31,324,31,7,7,135,7,7,7,7,273,324,135,374,64,146,135,64,324,7,135,273,31,64
48,313,228,137,78,59,313,763,234,204,205,204,313,268,250,323,406,397,206,406,250,321,246,45,84,313,204,313,61,61,406,385,246,385,45,246,221,45,6,385,385,45,213,45,385,385,385,385,385,385,246,385,385,385,385,45,385,385,397,385,221,385,385,385
49,59,59,59,59,313,94,693,808,811,416,205,68,317,392,68,328,405,196,353,205,196,65,353,328,112,405,405,405,205,51,344,196,362,112,362,353,317,353,254,254,68,154,254,277,317,254,254,254,433,56,45,254,45,254,188,353,45,45,277,254,197,254,353
50,59,59,59,59,59,251,38,775,372,279,406,313,432,406,406,246,88,246,204,250,321,313,406,406,313,406,313,313,313,321,313,69,321,406,111,406,313,69,406,69,205,69,69,205,313,321,61,313,313,61,61,313,321,321,313,313,99,321,392,313,61,313,61
51,59,59,59,59,59,308,615,808,375,269,365,414,232,212,427,35,376,376,395,292,395,414,427,212,191,308,212,207,376,212,119,376,376,376,376,376,396,292,172,396,172,427,292,292,376,376,427,376,175,376,376,376,175,376,175,172,376,172,427,376,175,396,175
52,59,59,99,59,59,351,87,398,205,219,117,405,345,239,82,412,181,313,167,186,415,15,221,245,119,392,413,392,396,172,167,42,42,308,42,308,308,308,308,42,308,396,42,219,308,308,308,308,396,396,308,308,308,308,396,396,396,396,308,308,308,308,308
53,59,59,59,99,308,272,167,844,575,214,301,64,144,144,144,144,175,156,172,376,64,414,32,32,414,399,376,414,414,414,414,399,414,399,399,144,181,238,308,308,394,144,144,427,144,308,144,308,85,238,70,394,308,237,308,70,308,237,144,144,308,399,237
54,59,59,59,59,99,384,107,107,119,370,113,77,284,197,393,368,153,400,368,218,368,368,218,368,218,368,368,218,0,368,218,218,218,0,218,0,0,0,0,106,0,0,218,0,0,218,218,0,218,218,218,0,218,218,218,218,218,218,218,218,218,0,0
55,59,218,99,23,59,27,527,163,286,502,250,218,431,78,15,368,368,167,106,218,368,368,218,368,368,368,368,368,368,368,368,218,218,368,368,218,368,368,218,218,106,218,368,218,218,368,176,218,368,218,218,218,218,218,218,218,368,218,218,218,218,368,218
56,59,59,59,59,59,218,229,199,370,169,720,308,308,221,308,327,412,412,284,368,814,186,368,284,415,368,176,368,368,368,368,162,368,368,162,162,349,368,368,415,368,284,218,218,218,218,99,99,162,218,349,218,106,218,349,218,218,99,0,293,99,153,106
57,59,59,59,59,99,169,597,791,720,578,379,302,306,377,302,204,308,318,814,221,814,814,412,308,204,221,119,395,302,119,119,302,302,376,302,55,219,274,308,265,248,55,146,286,146,146,265,119,265,324,273,146,248,42,273,42,31,146,273,273,286,273,273
58,99,59,59,410,59,410,309,468,211,72,174,24,305,211,359,148,122,183,384,231,122,274,336,122,122,434,283,314,314,314,155,255,283,14,122,255,406,122,283,199,122,188,122,406,283,122,122,122,122,122,14,188,122,434,122,122,122,122,188,122,122,188,122
59,59,59,59,410,59,410,279,256,406,393,388,56,298,267,420,298,268,153,386,405,221,410,102,410,410,410,410,410,33,33,33,405,410,410,410,386,410,405,410,405,386,386,405,405,405,410,405,410,405,386,410,386,410,386,410,410,410,410,410,410,410,410,410
60,415,415,59,196,99,51,858,503,76,1,195,88,345,345,345,419,317,415,212,345,415,317,195,212,415,411,345,212,345,345,415,345,415,415,429,310,345,345,415,415,415,415,345,415,415,345,415,212,415,345,212,415,415,345,415,415,345,415,415,415,415,415,415
61,99,59,415,59,99,437,838,683,504,279,42,48,7,181,182,146,55,55,25,221,313,221,378,221,218,368,420,420,218,313,409,349,353,349,349,415,349,349,415,162,415,415,415,349,349,415,349,415,349,391,415,415,415,415,415,415,391,415,349,349,349,415,415
62,99,59,415,162,272,330,415,76,204,362,88,405,47,12,698,317,277,112,249,5,5,5,277,277,317,277,415,415,415,415,277,415,415,415,415,88,415,415,415,249,415,415,277,415,415,415,415,415,415,415,415,277,415,415,415,415,345,415,415,415,277,415,249
63,59,99,59,59,59,124,824,258,424,309,22,107,122,287,255,68,255,305,305,309,3,148,360,145,360,169,63,331,198,91,331,63,360,360,63,331,360,360,198,331,331,63,360,331,331,331,63,63,331,130,331,331,331,331,331,331,331,331,331,331,145,331,130
64,59,99,59,99,59,717,35,355,121,148,289,309,324,275,258,63,35,236,35,421,287,231,434,311,434,434,122,296,434,158,252,239,160,160,231,122,311,160,231,122,299,145,253,160,239,231,198,127,402,68,331,296,202,19,122,145,26,145,145,135,63,122,331
65,653,405,363,162,727,462,736,361,257,408,255,240,390,255,305,148,436,371,351,3,148,148,3,130,255,145,331,169,356,255,331,356,234,3,148,3,356,255,356,3,234,356,356,234,155,148,155,148,356,148,234,234,3,3,3,356,234,234,383,383,234,234,234
66,59,59,59,59,342,203,207,677,338,138,217,271,300,395,370,134,70,38,364,78,261,78,166,260,179,159,179,179,179,179,179,179,179,214,179,179,179,179,179,179,179,179,179,179,436,179,179,179,436,179,179,179,179,436,179,179,436,179,179,179,179,179,179
67,59,59,59,59,54,805,58,424,81,29,253,272,131,187,358,272,359,86,145,2,86,422,32,253,382,240,107,8,179,422,8,375,375,86,179,179,179,179,179,179,179,179,375,375,93,93,179,179,179,93,179,179,179,179,179,179,179,179,179,93,369,179,214
68,59,59,59,59,59,257,178,472,42,144,354,337,300,290,179,179,78,19,43,179,179,179,290,261,159,78,159,271,382,382,179,436,382,179,179,179,179,179,179,179,179,179,179,436,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179
69,59,59,59,59,137,16,533,436,256,97,278,5,113,377,405,294,113,162,149,306,377,59,377,273,814,297,379,804,523,306,548,306,696,696,856,856,696,634,575,377,377,719,804,109,87,696,297,379,208,294,377,377,350,109,109,379,109,856,856,804,208,350,856
70,781,360,377,59,373,519,725,202,830,377,288,338,113,197,405,226,284,118,233,12,277,56,284,420,233,205,406,277,205,205,205,344,205,344,344,344,88,277,88,392,56,205,205,196,406,205,406,432,406,88,418,226,321,88,88,205,111,111,221,88,196,226,406
71,99,99,59,147,320,446,109,377,553,594,97,292,377,149,149,377,826,412,377,377,306,814,306,377,377,696,377,377,696,186,696,696,696,377,696,448,448,377,377,696,377,186,377,377,575,377,377,377,377,696,856,377,377,377,377,377,377,377,377,377,377,377,377
72,277,277,277,242,59,272,277,477,196,362,259,321,415,330,206,411,415,277,392,392,47,88,5,345,88,277,411,88,415,212,5,213,212,415,415,411,344,277,249,5,415,415,415,5,344,5,415,249,345,344,415,415,345,415,344,249,344,5,344,249,415,411,415
73,319,277,381,78,99,48,277,452,212,209,47,65,209,362,698,47,277,209,209,212,415,415,415,415,392,277,47,88,47,88,12,277,415,392,277,47,88,392,392,392,415,277,277,277,277,277,195,392,12,277,277,277,277,277,209,277,277,277,277,277,12,12,277
74,59,59,99,59,99,277,193,209,259,259,133,259,209,9,415,184,88,277,429,415,415,112,415,415,415,429,415,415,415,276,415,184,184,277,415,88,415,415,415,277,277,317,277,415,277,415,277,277,277,277,277,277,277,415,277,277,277,277,277,277,277,277,345
75,359,59,59,99,99,408,626,524,255,402,363,126,46,27,126,187,272,187,280,305,280,272,187,187,190,423,34,423,187,187,390,190,351,22,311,187,190,190,190,187,187,309,338,190,311,190,35,41,190,190,190,190,187,190,83,187,41,190,228,143,305,239,187
76,359,359,166,407,456,51,684,18,413,163,210,86,123,303,40,375,303,163,7,36,282,360,188,188,383,296,273,360,273,49,63,335,145,145,296,127,130,135,335,273,295,296,63,183,169,183,135,295,359,356,295,130,295,383,130,295,383,383,14,295,383,295,295
77,72,101,181,359,210,383,467,371,408,199,202,359,234,359,190,223,223,223,223,223,359,223,223,359,359,331,359,359,359,311,359,22,359,22,359,359,22,359,22,359,22,22,359,359,22,22,22,359,22,359,359,22,359,22,359,359,22,359,359,22,22,22,359
78,59,31,31,381,59,633,848,36,270,138,371,123,430,7,430,271,375,150,369,138,138,319,347,7,179,7,271,150,260,260,237,7,64,179,179,271,7,179,382,251,42,179,64,7,64,7,335,7,271,7,382,7,7,7,64,134,64,7,129,55,7,64,123
79,59,59,59,70,99,199,103,347,347,32,20,368,48,55,31,119,247,253,39,169,122,139,30,374,273,265,221,265,77,52,286,31,374,146,146,146,302,286,395,31,119,31,410,308,302,302,339,138,138,138,138,394,138,138,394,394,394,39,138,138,302,39,138
80,31,31,31,59,59,231,54,415,337,401,49,375,134,292,55,82,318,31,273,55,395,146,273,210,31,308,256,31,253,253,31,273,286,302,55,42,119,395,273,31,308,175,31,395,308,175,394,286,146,31,308,31,175,146,395,308,286,308,146,286,265,395,146
81,59,59,59,59,4,4,778,250,4,4,321,372,400,106,354,4,200,4,4,385,4,4,4,4,45,4,4,45,4,4,4,4,4,4,4,4,4,4,45,4,45,4,4,204,4,4,4,4,4,4,4,4,55,4,4,4,4,4,4,378,250,378,4
82,59,139,155,59,4,406,288,45,372,117,4,75,334,106,200,45,181,106,140,291,406,182,246,84,385,400,204,406,321,65,406,400,204,385,204,406,406,406,111,250,111,321,204,111,400,400,6,250,181,250,12,400,250,400,250,6,321,406,378,321,400,321,400
83,99,59,59,99,59,372,193,240,4,128,4,225,193,200,200,334,45,372,4,4,4,200,4,4,4,200,4,4,4,4,4,200,140,4,4,4,140,4,140,140,4,4,4,4,4,4,4,4,4,4,4,204,39,4,4,4,4,4,4,4,4,4,4
84,59,59,59,59,59,687,375,135,187,255,371,322,35,211,68,423,434,358,41,136,239,287,305,202,239,390,376,136,395,50,198,19,198,395,19,395,253,253,19,157,2,239,395,294,343,390,24,253,299,424,253,253,253,135,253,135,309,50,337,299,253,395,135
85,59,99,59,59,144,285,197,866,336,421,333,143,41,255,253,239,198,50,50,253,253,253,135,19,299,240,343,19,382,19,299,285,19,19,253,19,202,285,285,285,285,285,19,202,424,68,285,285,373,285,19,424,239,132,285,424,68,285,285,285,253,424,424
86,59,114,285,430,59,371,581,75,306,283,322,211,216,19,130,3,19,297,24,266,19,373,224,382,373,382,382,24,169,382,285,424,424,253,104,424,239,285,424,424,285,285,299,424,253,253,285,285,202,202,253,285,424,148,424,382,68,424,285,424,132,299,424
87,581,699,99,59,261,771,228,308,677,85,77,391,260,30,814,306,219,338,132,306,5,2,398,159,156,159,367,261,261,134,134,86,32,156,159,32,159,382,193,243,261,367,436,207,243,261,64,193,156,62,62,261,8,193,62,261,193,261,156,382,62,166,156
88,99,59,59,59,59,261,261,15,261,369,395,412,64,5,261,398,332,55,394,92,37,92,436,64,64,110,98,261,436,261,241,261,238,261,166,437,92,144,347,179,261,261,260,144,237,166,179,261,261,237,161,166,237,237,237,237,261,261,237,261,161,237,161
89,59,99,59,99,59,167,89,584,388,193,237,311,20,37,55,279,166,241,261,138,238,238,214,238,37,238,39,70,269,260,261,238,237,110,437,37,237,237,237,238,437,237,237,238,437,437,260,437,238,237,260,166,437,238,237,237,237,237,237,237,238,238,260
90,99,7,59,59,59,165,190,375,325,135,370,269,269,347,237,210,238,260,238,8,193,207,55,42,370,210,144,144,370,144,64,370,144,370,370,144,210,370,243,394,159,370,370,238,261,159,370,144,370,175,370,370,370,370,144,370,370,175,370,279,210,370,370
91,59,59,59,99,59,857,436,119,218,269,207,132,156,207,43,367,43,156,43,70,261,70,43,207,156,156,156,156,156,156,156,156,70,370,156,64,161,370,70,261,370,70,261,261,370,70,144,70,70,70,70,70,261,70,370,370,370,370,370,144,156,370,370
92,59,59,59,59,54,370,614,347,37,200,205,339,339,20,191,261,261,241,370,370,370,370,370,241,237,347,241,70,241,370,110,241,370,370,370,370,241,370,370,370,370,279,70,370,261,370,370,370,370,370,370,370,370,370,370,237,370,370,370,370,370,370,370
93,59,59,59,59,99,165,91,159,94,217,130,221,90,193,221,259,244,7,381,39,178,139,139,39,283,68,365,365,381,234,365,181,139,381,300,381,314,139,230,300,300,234,300,300,314,365,300,365,365,314,139,314,37,230,314,314,3,314,365,365,314,314,365
94,59,59,59,217,297,548,825,384,367,232,46,127,288,176,229,82,73,162,19,52,90,274,350,127,127,350,109,199,178,82,109,373,109,212,199,373,199,373,199,283,88,199,88,373,373,199,211,88,283,373,283,373,373,381,373,373,283,106,373,182,68,381,283
95,99,59,59,59,569,332,43,346,352,20,422,55,178,269,70,119,51,393,381,376,181,15,68,246,378,15,6,68,246,246,68,196,68,246,246,68,246,68,378,246,6,246,391,246,420,339,246,5,5,5,5,339,6,5,68,246,213,213,99,5,339,246,68
96,99,99,59,272,59,212,212,396,329,195,293,293,1,195,196,209,415,212,212,209,212,411,195,5,411,411,195,212,411,411,411,411,212,411,212,212,411,212,411,698,212,212,212,212,212,212,212,212,212,212,212,212,212,212,698,212,212,212,212,212,212,212,212
97,162,59,99,212,59,315,655,336,67,865,25,212,113,93,80,265,95,208,297,97,87,228,170,109,294,297,265,228,294,288,87,294,263,294,294,87,389,280,239,297,280,87,294,87,288,95,288,294,105,297,105,105,60,297,95,297,294,80,288,297,87,297,406
98,162,72,59,99,59,603,204,784,405,233,15,317,344,195,345,65,310,345,405,429,345,344,345,5,51,344,345,415,405,212,212,212,345,51,51,51,345,212,345,345,262,411,51,212,212,100,51,51,212,212,212,212,212,212,212,212,212,345,212,51,411,212,212
99,59,59,59,59,99,139,479,273,55,360,315,159,367,338,178,385,31,370,286,138,422,315,178,300,139,139,139,139,139,139,178,139,139,139,139,178,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
100,59,59,59,99,139,244,647,294,156,214,179,14,105,214,256,42,315,372,300,372,178,182,182,182,178,182,139,139,182,182,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139,139
101,139,4,99,659,139,530,622,240,232,350,122,25,2,229,261,2,422,351,235,164,207,145,178,389,199,139,381,139,139,139,139,139,145,199,373,373,145,373,145,139,373,145,178,145,373,373,145,139,145,373,139,178,139,145,139,139,139,139,139,139,139,139,139
102,59,7,285,295,59,654,601,19,91,127,295,282,165,14,22,22,121,22,295,121,295,295,295,282,383,295,155,295,295,295,295,14,8,295,295,295,8,295,8,383,295,295,295,296,295,295,8,295,295,295,8,295,282,282,295,282,295,295,295,295,295,295,295
