ids,epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9
67,34,517,677,362,233,284,53,53,53,53
68,206,109,280,241,222,809,53,53,53,53
69,107,393,196,181,156,301,53,53,53,53
70,489,105,3,229,293,467,53,53,53,53
71,480,217,333,333,66,760,53,53,53,53
72,419,17,409,98,10,123,53,53,53,53
73,155,638,469,469,807,4,53,53,53,53
74,392,392,392,388,6,512,53,53,53,53
75,517,517,196,196,240,346,53,53,53,53
76,54,332,8,64,397,240,53,53,53,53
77,450,313,217,217,498,553,53,53,53,53
78,406,211,211,669,26,46,53,53,53,53
79,539,647,136,12,136,31,53,53,53,53
80,187,108,187,187,110,382,53,53,53,53
81,446,601,290,283,621,683,53,53,53,53
82,162,512,561,162,711,202,53,53,53,53
83,340,98,33,771,599,514,53,53,53,53
84,633,633,633,771,60,654,53,53,53,53
85,393,393,393,393,393,393,53,53,53,53
86,361,399,399,4,211,790,53,53,53,53
87,317,259,126,345,376,259,53,53,53,53
88,403,66,168,115,251,416,53,53,53,53
89,101,746,64,637,275,233,53,53,53,53
90,259,345,345,345,259,248,53,53,53,53
91,255,45,259,259,410,679,53,53,53,53
92,379,354,354,379,654,730,53,53,53,53
93,86,86,86,86,211,86,53,53,53,53
94,550,805,804,801,648,721,53,53,53,53
95,281,366,366,6,366,88,53,53,53,53
96,536,499,342,429,657,22,53,53,53,53
97,40,318,487,620,23,139,53,53,53,53
98,648,218,203,752,364,200,53,53,53,53
99,806,548,548,493,576,434,53,53,53,53
100,340,247,140,247,249,560,53,53,53,53
101,390,86,86,86,100,794,53,53,53,53
102,790,53,195,734,645,190,53,53,53,53
103,784,661,491,451,787,698,53,53,53,53
104,454,287,112,166,664,45,53,53,53,53
105,466,466,740,135,180,2,53,53,53,53
106,777,777,410,336,14,558,53,53,53,53
107,698,211,380,145,322,314,53,53,53,53
108,276,551,551,627,157,348,53,53,53,53
109,211,489,211,403,127,619,53,53,53,53
110,275,632,602,26,642,88,53,53,53,53
111,557,284,171,171,754,770,53,53,53,53
112,250,207,207,312,166,196,53,53,53,53
113,658,256,691,522,451,415,53,53,53,53
114,352,187,53,309,80,308,53,53,53,53
115,673,220,0,174,98,150,53,53,53,53
116,759,598,521,165,578,303,53,53,53,53
117,240,269,250,95,783,497,53,53,53,53
118,653,659,323,519,167,388,53,53,53,53
119,162,280,195,119,241,31,53,53,53,53
120,619,403,289,403,630,280,53,53,53,53
121,496,170,520,487,353,199,53,53,53,53
122,754,439,437,373,494,536,53,53,53,53
123,447,156,521,323,630,552,53,53,53,53
124,509,30,468,238,522,720,53,53,53,53
125,720,625,183,385,319,730,53,53,53,53
126,218,390,290,714,218,616,53,53,53,53
127,457,505,409,691,338,478,53,53,53,53
128,189,495,278,24,75,132,53,53,53,53
129,111,54,340,389,368,344,53,53,53,53
130,360,486,141,353,595,608,53,53,53,53
131,299,741,295,712,249,764,53,53,53,53
132,47,115,259,3,248,648,53,53,53,53
133,370,41,41,259,259,305,53,53,53,53
134,666,3,285,285,472,253,53,53,53,53
135,560,618,618,618,379,69,53,53,53,53
136,421,221,551,278,248,376,53,53,53,53
137,596,16,348,320,625,778,53,53,53,53
138,77,77,719,761,586,743,53,53,53,53
139,309,108,465,45,519,652,53,53,53,53
140,711,68,639,215,368,433,53,53,53,53
141,336,625,349,673,257,662,53,53,53,53
142,131,474,260,367,402,174,53,53,53,53
143,308,385,218,22,556,341,53,53,53,53
144,342,429,429,41,187,362,53,53,53,53
145,747,809,23,581,680,523,53,53,53,53
146,148,766,766,484,436,469,53,53,53,53
147,533,533,0,0,771,320,53,53,53,53
148,326,25,34,43,71,467,53,53,53,53
149,557,758,164,584,450,353,53,53,53,53
150,563,584,799,584,418,311,53,53,53,53
151,688,189,653,653,123,489,53,53,53,53
152,809,560,560,450,722,427,53,53,53,53
153,418,197,418,562,387,609,53,53,53,53
154,630,389,104,383,558,366,53,53,53,53
155,179,494,574,7,298,474,53,53,53,53
156,683,196,805,645,380,463,53,53,53,53
157,354,19,404,601,748,556,53,53,53,53
158,631,790,414,520,10,136,53,53,53,53
159,435,435,429,237,35,239,53,53,53,53
160,613,134,632,115,264,634,53,53,53,53
161,256,737,748,665,515,480,53,53,53,53
162,387,64,498,552,418,38,53,53,53,53
163,515,480,636,536,245,139,53,53,53,53
164,678,110,394,332,121,468,53,53,53,53
165,403,345,345,317,630,398,53,53,53,53
166,510,345,345,499,770,725,53,53,53,53
167,504,363,488,195,490,682,53,53,53,53
168,693,123,222,729,596,629,53,53,53,53
169,770,79,594,286,71,381,53,53,53,53
170,724,259,167,180,107,277,53,53,53,53
171,651,447,89,552,631,74,53,53,53,53
172,732,810,166,215,394,598,53,53,53,53
173,791,406,336,209,787,500,53,53,53,53
174,645,49,224,414,71,806,53,53,53,53
175,153,728,74,153,417,26,53,53,53,53
176,63,382,663,450,4,794,53,53,53,53
177,508,811,194,685,109,505,53,53,53,53
178,778,95,95,95,416,328,53,53,53,53
179,805,763,717,654,691,348,53,53,53,53
180,433,298,171,77,783,413,53,53,53,53
181,782,758,128,323,603,568,53,53,53,53
182,23,170,119,328,286,35,53,53,53,53
183,51,41,41,100,578,613,53,53,53,53
184,356,407,407,403,66,676,53,53,53,53
185,767,36,652,142,576,759,53,53,53,53
186,224,245,49,224,361,547,53,53,53,53
187,144,255,550,757,256,520,53,53,53,53
188,504,403,555,375,186,39,53,53,53,53
189,507,220,121,590,197,382,53,53,53,53
190,220,801,600,252,682,284,53,53,53,53
191,189,216,238,778,170,322,53,53,53,53
192,423,533,656,80,361,796,53,53,53,53
193,457,469,156,156,261,480,53,53,53,53
194,247,423,470,700,411,457,53,53,53,53
195,366,189,570,345,320,384,53,53,53,53
196,66,226,3,636,566,191,53,53,53,53
197,141,168,13,179,473,163,53,53,53,53
198,594,14,506,277,7,35,53,53,53,53
199,755,229,610,351,75,80,53,53,53,53
200,189,189,189,189,189,632,53,53,53,53
201,2,787,200,335,619,414,53,53,53,53
202,515,603,237,514,320,791,53,53,53,53
203,117,437,697,496,70,345,53,53,53,53
204,322,643,808,602,397,360,53,53,53,53
205,513,692,663,773,312,121,53,53,53,53
206,387,637,370,574,210,132,53,53,53,53
207,369,369,369,369,369,676,53,53,53,53
208,659,571,77,77,320,175,53,53,53,53
209,231,584,215,639,781,132,53,53,53,53
210,507,144,482,482,239,337,53,53,53,53
211,7,759,563,531,652,479,53,53,53,53
212,68,167,167,595,235,9,53,53,53,53
213,156,119,787,780,372,679,53,53,53,53
214,213,346,228,247,216,224,53,53,53,53
215,556,202,161,428,800,245,53,53,53,53
216,333,188,333,270,433,624,53,53,53,53
217,263,596,35,363,161,756,53,53,53,53
218,40,353,336,424,243,219,53,53,53,53
219,293,170,94,414,570,742,53,53,53,53
220,134,313,22,259,167,363,53,53,53,53
221,355,0,620,371,175,423,53,53,53,53
222,276,510,595,153,62,359,53,53,53,53
223,263,97,303,590,161,610,53,53,53,53
224,0,130,380,520,289,769,53,53,53,53
225,770,339,143,736,713,683,53,53,53,53
226,339,120,263,573,792,559,53,53,53,53
227,674,191,40,218,205,768,53,53,53,53
228,88,748,54,264,435,310,53,53,53,53
229,508,742,115,241,801,499,53,53,53,53
230,150,686,752,84,319,251,53,53,53,53
231,367,347,347,347,665,141,53,53,53,53
232,267,224,724,147,105,129,53,53,53,53
233,108,75,153,41,481,486,53,53,53,53
234,688,237,379,419,391,413,53,53,53,53
235,653,437,7,730,208,748,53,53,53,53
236,545,79,79,156,448,498,53,53,53,53
237,661,643,312,312,312,470,53,53,53,53
238,289,705,761,439,124,32,53,53,53,53
239,720,509,693,77,513,343,53,53,53,53
240,353,376,89,53,248,200,53,53,53,53
241,758,621,31,539,237,675,53,53,53,53
242,420,129,733,689,508,332,53,53,53,53
243,568,273,101,263,446,21,53,53,53,53
244,601,601,601,601,487,273,53,53,53,53
245,121,275,275,275,179,187,53,53,53,53
246,53,446,525,648,610,602,53,53,53,53
247,100,161,260,260,206,158,53,53,53,53
248,73,590,78,383,435,314,53,53,53,53
249,692,40,346,390,696,127,53,53,53,53
250,399,105,764,665,665,459,53,53,53,53
251,401,372,444,362,68,319,53,53,53,53
252,711,129,630,441,3,729,53,53,53,53
253,3,3,3,3,380,807,53,53,53,53
254,709,505,409,208,280,280,53,53,53,53
255,650,650,244,369,639,289,53,53,53,53
256,79,262,343,711,92,397,53,53,53,53
257,735,387,408,408,732,319,53,53,53,53
258,40,49,714,161,683,222,53,53,53,53
259,780,690,402,421,74,0,53,53,53,53
260,75,208,208,395,456,593,53,53,53,53
261,276,401,761,401,552,85,53,53,53,53
262,35,808,240,240,88,111,53,53,53,53
263,190,190,427,285,750,323,53,53,53,53
264,691,256,256,256,164,673,53,53,53,53
265,550,327,665,219,3,671,53,53,53,53
266,366,625,636,220,185,470,53,53,53,53
267,630,206,143,143,447,238,53,53,53,53
268,115,786,786,468,230,548,53,53,53,53
269,377,741,741,83,407,730,53,53,53,53
270,477,477,58,258,123,748,53,53,53,53
271,576,317,195,31,617,610,53,53,53,53
272,675,675,702,784,728,638,53,53,53,53
273,608,9,145,320,439,166,53,53,53,53
274,684,422,552,233,646,507,53,53,53,53
275,602,156,156,388,404,506,53,53,53,53
276,243,310,711,380,711,43,53,53,53,53
277,93,93,111,578,723,602,53,53,53,53
278,433,276,1,284,25,697,53,53,53,53
279,30,53,257,601,455,186,53,53,53,53
280,295,80,335,335,371,509,53,53,53,53
281,6,610,610,328,724,366,53,53,53,53
282,243,341,414,679,210,479,53,53,53,53
283,313,457,66,810,181,213,53,53,53,53
284,469,616,107,133,252,253,53,53,53,53
285,210,571,180,234,170,374,53,53,53,53
286,493,355,141,119,14,107,53,53,53,53
287,739,84,293,403,167,424,53,53,53,53
288,377,334,308,551,257,54,53,53,53,53
289,600,106,175,175,499,5,53,53,53,53
290,36,702,584,100,339,492,53,53,53,53
291,60,439,666,19,592,117,53,53,53,53
292,705,590,237,284,586,206,53,53,53,53
293,49,413,528,657,256,298,53,53,53,53
294,547,505,477,462,213,318,53,53,53,53
295,420,525,803,362,589,638,53,53,53,53
296,36,128,794,378,602,603,53,53,53,53
297,179,378,262,807,52,287,53,53,53,53
298,331,98,270,417,590,353,53,53,53,53
299,166,354,354,215,466,243,53,53,53,53
300,520,613,182,207,658,255,53,53,53,53
301,385,366,6,6,643,6,53,53,53,53
302,787,294,294,293,692,285,53,53,53,53
303,709,682,709,760,638,478,53,53,53,53
304,370,507,724,58,440,71,53,53,53,53
305,669,237,237,326,754,479,53,53,53,53
306,310,391,586,653,638,345,53,53,53,53
307,26,712,334,366,431,688,53,53,53,53
308,473,179,179,86,521,196,53,53,53,53
309,665,158,261,261,697,65,53,53,53,53
310,748,211,137,137,583,186,53,53,53,53
311,74,321,768,768,768,132,53,53,53,53
312,328,710,449,285,259,788,53,53,53,53
313,250,600,737,737,121,419,53,53,53,53
314,298,298,298,282,467,166,53,53,53,53
315,175,0,401,401,422,593,53,53,53,53
316,712,717,224,295,693,295,53,53,53,53
317,123,780,388,777,367,192,53,53,53,53
318,699,115,399,399,159,63,53,53,53,53
319,725,182,182,349,158,95,53,53,53,53
320,134,721,682,682,489,807,53,53,53,53
321,195,196,678,88,116,314,53,53,53,53
322,71,71,237,744,161,104,53,53,53,53
323,69,223,130,35,262,787,53,53,53,53
324,343,387,155,269,28,11,53,53,53,53
325,240,354,246,246,158,278,53,53,53,53
326,645,71,262,93,646,788,53,53,53,53
327,454,132,132,220,299,563,53,53,53,53
328,170,383,383,737,247,784,53,53,53,53
329,191,30,30,170,0,381,53,53,53,53
330,194,227,708,275,794,65,53,53,53,53
331,380,630,145,795,189,345,53,53,53,53
332,660,596,128,793,195,345,53,53,53,53
333,730,124,55,234,498,158,53,53,53,53
334,470,562,282,354,541,722,53,53,53,53
335,4,476,180,246,376,690,53,53,53,53
336,592,430,715,810,19,102,53,53,53,53
337,149,213,41,131,718,54,53,53,53,53
338,317,293,361,361,630,402,53,53,53,53
339,706,281,346,281,427,121,53,53,53,53
340,474,65,447,299,738,185,53,53,53,53
341,243,596,118,44,677,794,53,53,53,53
342,616,25,25,79,655,6,53,53,53,53
343,682,145,101,67,782,85,53,53,53,53
344,62,639,69,586,190,754,53,53,53,53
345,119,571,2,2,289,482,53,53,53,53
346,779,276,154,57,209,652,53,53,53,53
347,526,527,498,654,184,512,53,53,53,53
348,287,135,180,279,170,351,53,53,53,53
349,664,256,64,363,528,704,53,53,53,53
350,638,253,84,376,620,595,53,53,53,53
351,600,0,289,289,23,269,53,53,53,53
352,260,446,340,340,526,797,53,53,53,53
353,662,599,385,273,249,406,53,53,53,53
354,35,35,35,35,537,209,53,53,53,53
355,717,580,162,680,550,196,53,53,53,53
356,661,751,297,671,182,211,53,53,53,53
357,556,411,427,549,693,181,53,53,53,53
358,229,484,748,22,148,600,53,53,53,53
359,240,371,26,111,240,527,53,53,53,53
360,722,508,398,620,575,49,53,53,53,53
361,374,328,121,121,536,54,53,53,53,53
362,721,256,631,742,399,321,53,53,53,53
363,186,245,245,668,791,248,53,53,53,53
364,484,372,372,452,779,590,53,53,53,53
365,500,575,109,576,159,789,53,53,53,53
366,188,724,458,458,468,468,53,53,53,53
367,293,769,74,36,708,644,53,53,53,53
368,100,584,19,811,74,508,53,53,53,53
369,686,88,551,149,621,783,53,53,53,53
370,35,88,220,149,467,418,53,53,53,53
371,745,414,26,334,119,539,53,53,53,53
372,509,674,773,347,231,807,53,53,53,53
373,150,150,150,150,150,586,53,53,53,53
374,495,626,626,100,94,231,53,53,53,53
375,388,403,747,403,222,358,53,53,53,53
376,672,672,32,582,236,35,53,53,53,53
377,413,548,747,336,611,750,53,53,53,53
378,723,700,700,562,114,347,53,53,53,53
379,416,754,754,507,487,642,53,53,53,53
380,134,607,45,434,481,496,53,53,53,53
381,559,548,526,135,110,307,53,53,53,53
382,404,404,404,422,404,754,53,53,53,53
383,167,167,467,24,244,382,53,53,53,53
384,5,103,103,202,96,712,53,53,53,53
385,323,194,671,607,205,261,53,53,53,53
386,508,434,657,40,284,523,53,53,53,53
387,255,37,37,37,168,327,53,53,53,53
388,683,757,701,517,768,677,53,53,53,53
389,381,613,222,523,636,749,53,53,53,53
390,512,340,513,352,12,807,53,53,53,53
391,508,390,373,382,274,687,53,53,53,53
392,592,10,10,10,499,318,53,53,53,53
393,84,259,602,787,159,399,53,53,53,53
394,753,321,116,399,74,91,53,53,53,53
395,155,318,356,463,592,522,53,53,53,53
396,700,26,54,173,533,280,53,53,53,53
397,751,549,549,141,282,40,53,53,53,53
398,496,317,687,687,121,320,53,53,53,53
399,354,603,54,788,29,7,53,53,53,53
400,724,334,162,295,64,772,53,53,53,53
401,269,340,204,204,435,31,53,53,53,53
402,55,282,2,298,299,26,53,53,53,53
403,714,352,389,389,204,658,53,53,53,53
404,483,204,69,69,12,247,53,53,53,53
405,86,134,342,247,792,569,53,53,53,53
406,322,223,91,84,225,658,53,53,53,53
407,29,625,334,334,256,35,53,53,53,53
408,336,800,800,809,656,141,53,53,53,53
409,465,465,315,666,467,360,53,53,53,53
410,789,130,6,695,433,204,53,53,53,53
411,343,692,85,10,298,26,53,53,53,53
412,484,311,755,64,557,180,53,53,53,53
413,171,145,271,271,229,465,53,53,53,53
414,623,289,268,25,466,71,53,53,53,53
415,639,98,137,234,360,597,53,53,53,53
416,0,34,34,190,668,800,53,53,53,53
417,363,187,104,65,203,762,53,53,53,53
418,150,598,170,206,178,119,53,53,53,53
419,381,257,257,669,280,548,53,53,53,53
420,387,193,193,193,193,64,53,53,53,53
421,327,489,741,191,657,366,53,53,53,53
422,419,32,14,244,284,289,53,53,53,53
423,423,621,621,19,580,669,53,53,53,53
424,104,295,295,506,33,372,53,53,53,53
425,702,36,36,800,702,510,53,53,53,53
426,370,197,759,172,748,408,53,53,53,53
427,348,109,370,276,0,766,53,53,53,53
428,643,267,370,209,404,19,53,53,53,53
429,459,607,396,170,581,651,53,53,53,53
430,775,328,345,430,109,553,53,53,53,53
431,711,339,241,303,224,603,53,53,53,53
432,568,447,348,184,109,365,53,53,53,53
433,342,130,484,713,490,217,53,53,53,53
434,736,339,339,203,274,179,53,53,53,53
435,666,666,432,424,419,419,53,53,53,53
436,788,788,603,753,357,43,53,53,53,53
437,740,274,354,305,348,549,53,53,53,53
438,610,108,610,610,549,206,53,53,53,53
439,727,242,659,479,686,748,53,53,53,53
440,729,574,173,553,167,84,53,53,53,53
441,630,474,380,380,380,380,53,53,53,53
442,780,333,225,306,499,190,53,53,53,53
443,682,596,517,115,44,222,53,53,53,53
444,502,696,771,402,110,197,53,53,53,53
445,389,221,311,233,1,599,53,53,53,53
446,513,705,354,761,666,530,53,53,53,53
447,593,29,252,77,379,408,53,53,53,53
448,484,526,76,217,217,719,53,53,53,53
449,612,217,370,529,605,570,53,53,53,53
450,111,401,1,598,25,306,53,53,53,53
451,154,292,197,215,298,42,53,53,53,53
452,797,492,299,299,520,182,53,53,53,53
453,709,400,157,746,573,207,53,53,53,53
454,573,551,682,682,613,648,53,53,53,53
455,35,393,393,393,703,157,53,53,53,53
456,13,103,270,255,361,179,53,53,53,53
457,595,661,615,35,594,571,53,53,53,53
458,166,243,243,243,244,500,53,53,53,53
459,231,629,487,100,615,468,53,53,53,53
460,669,619,309,444,10,264,53,53,53,53
461,208,208,208,208,653,730,53,53,53,53
462,470,190,145,180,387,237,53,53,53,53
463,720,237,57,638,206,590,53,53,53,53
464,433,808,652,777,201,566,53,53,53,53
465,560,44,407,414,709,560,53,53,53,53
466,264,692,106,104,481,179,53,53,53,53
467,477,109,650,758,782,85,53,53,53,53
468,789,789,100,177,74,620,53,53,53,53
469,115,572,607,794,123,410,53,53,53,53
470,525,660,660,177,794,693,53,53,53,53
471,173,230,177,333,86,275,53,53,53,53
472,247,136,136,156,44,127,53,53,53,53
473,293,630,44,167,353,394,53,53,53,53
474,298,298,209,209,608,236,53,53,53,53
475,23,502,43,43,256,406,53,53,53,53
476,563,454,369,599,209,245,53,53,53,53
477,508,730,275,525,620,481,53,53,53,53
478,712,594,303,189,54,372,53,53,53,53
479,372,362,362,362,700,372,53,53,53,53
480,683,548,683,805,410,698,53,53,53,53
481,594,273,809,36,447,256,53,53,53,53
482,781,657,752,306,148,381,53,53,53,53
483,389,132,197,512,467,389,53,53,53,53
484,559,553,553,610,488,791,53,53,53,53
485,458,391,185,49,213,454,53,53,53,53
486,104,465,374,141,171,62,53,53,53,53
487,461,461,175,175,154,526,53,53,53,53
488,761,696,124,124,490,25,53,53,53,53
489,429,53,675,35,100,31,53,53,53,53
490,260,111,362,131,429,714,53,53,53,53
491,607,648,747,114,318,43,53,53,53,53
492,463,192,648,687,715,491,53,53,53,53
493,29,192,604,724,340,308,53,53,53,53
494,791,457,204,43,49,318,53,53,53,53
495,507,724,433,215,379,479,53,53,53,53
496,265,334,711,173,807,419,53,53,53,53
497,293,249,697,69,614,330,53,53,53,53
498,476,356,356,301,581,602,53,53,53,53
499,807,393,181,393,722,133,53,53,53,53
500,613,82,66,501,65,377,53,53,53,53
501,385,245,200,361,262,338,53,53,53,53
502,544,561,92,16,240,10,53,53,53,53
503,801,610,746,388,245,600,53,53,53,53
504,153,153,153,153,153,277,53,53,53,53
505,433,490,504,517,134,797,53,53,53,53
506,279,271,309,343,684,560,53,53,53,53
507,475,756,147,630,273,427,53,53,53,53
508,779,150,598,6,580,184,53,53,53,53
509,583,535,681,379,474,197,53,53,53,53
510,803,145,145,377,375,599,53,53,53,53
511,760,556,700,696,214,136,53,53,53,53
512,144,523,251,624,575,750,53,53,53,53
513,224,668,220,224,521,799,53,53,53,53
514,247,185,366,213,385,804,53,53,53,53
515,645,210,210,30,296,100,53,53,53,53
516,382,590,382,382,433,448,53,53,53,53
517,382,50,50,382,599,93,53,53,53,53
518,511,433,664,484,165,680,53,53,53,53
519,770,286,627,221,662,157,53,53,53,53
520,215,284,775,603,278,551,53,53,53,53
521,521,659,659,466,296,593,53,53,53,53
522,53,338,89,89,468,636,53,53,53,53
523,59,303,165,657,21,53,53,53,53,53
524,162,196,87,15,196,338,53,53,53,53
525,131,714,213,35,137,761,53,53,53,53
526,297,132,334,334,563,781,53,53,53,53
527,770,23,264,264,26,260,53,53,53,53
528,236,319,283,555,349,656,53,53,53,53
529,190,340,140,413,779,190,53,53,53,53
530,302,624,802,633,354,470,53,53,53,53
531,17,25,440,418,654,306,53,53,53,53
532,668,719,519,408,666,666,53,53,53,53
533,642,7,526,426,744,608,53,53,53,53
534,731,636,327,327,594,627,53,53,53,53
535,327,257,327,327,327,303,53,53,53,53
536,327,327,327,722,412,218,53,53,53,53
537,729,151,217,343,195,111,53,53,53,53
538,371,245,215,343,600,250,53,53,53,53
539,340,25,383,171,342,404,53,53,53,53
540,530,28,235,466,654,502,53,53,53,53
541,805,805,722,620,32,34,53,53,53,53
542,293,119,21,654,236,600,53,53,53,53
543,636,115,175,283,477,443,53,53,53,53
544,44,338,130,441,110,371,53,53,53,53
545,299,537,581,599,155,111,53,53,53,53
546,161,339,241,241,210,536,53,53,53,53
547,482,121,377,526,250,652,53,53,53,53
548,121,332,111,77,755,135,53,53,53,53
549,726,504,110,79,610,704,53,53,53,53
550,238,92,246,325,553,697,53,53,53,53
551,484,147,806,517,295,154,53,53,53,53
552,458,225,357,303,6,166,53,53,53,53
553,538,440,206,197,325,560,53,53,53,53
554,139,87,59,59,139,609,53,53,53,53
555,115,3,800,39,230,126,53,53,53,53
556,366,484,574,755,394,572,53,53,53,53
557,306,541,394,762,521,306,53,53,53,53
558,600,799,233,221,3,110,53,53,53,53
559,217,320,320,418,60,367,53,53,53,53
560,466,559,324,56,726,66,53,53,53,53
561,651,668,651,651,762,740,53,53,53,53
562,399,776,789,335,508,40,53,53,53,53
563,580,675,588,51,562,89,53,53,53,53
564,293,466,352,37,729,66,53,53,53,53
565,209,340,98,608,220,260,53,53,53,53
566,764,727,273,283,25,388,53,53,53,53
567,360,42,42,346,775,799,53,53,53,53
568,101,78,101,140,231,589,53,53,53,53
569,145,472,254,290,616,377,53,53,53,53
570,204,512,387,387,31,561,53,53,53,53
571,146,638,638,526,457,745,53,53,53,53
572,571,193,761,666,297,610,53,53,53,53
573,557,66,66,145,537,587,53,53,53,53
574,506,595,72,138,454,363,53,53,53,53
575,394,530,233,376,750,376,53,53,53,53
576,794,123,123,356,157,489,53,53,53,53
577,71,555,789,632,488,20,53,53,53,53
578,763,20,241,280,259,115,53,53,53,53
579,558,137,22,163,142,345,53,53,53,53
580,476,592,229,181,159,671,53,53,53,53
581,66,355,800,645,676,489,53,53,53,53
582,526,111,578,491,490,213,53,53,53,53
583,662,10,10,479,376,0,53,53,53,53
584,402,667,486,409,628,619,53,53,53,53
585,276,142,276,276,71,205,53,53,53,53
586,231,801,148,401,435,380,53,53,53,53
587,252,590,590,689,524,539,53,53,53,53
588,514,463,523,53,602,396,53,53,53,53
589,305,61,412,83,773,727,53,53,53,53
590,409,370,752,429,211,518,53,53,53,53
591,665,447,371,250,468,658,53,53,53,53
592,752,272,752,367,781,3,53,53,53,53
593,327,722,23,257,509,758,53,53,53,53
594,588,770,588,717,187,511,53,53,53,53
595,56,672,397,640,56,336,53,53,53,53
596,741,223,633,111,741,397,53,53,53,53
597,10,106,237,792,170,602,53,53,53,53
598,711,570,633,608,599,56,53,53,53,53
599,366,584,187,23,106,499,53,53,53,53
600,217,98,166,60,761,104,53,53,53,53
601,93,530,28,284,337,197,53,53,53,53
602,517,517,517,206,551,4,53,53,53,53
603,803,175,9,143,470,190,53,53,53,53
604,747,429,429,32,736,597,53,53,53,53
605,65,289,784,190,1,343,53,53,53,53
606,268,180,77,77,783,732,53,53,53,53
607,29,132,269,340,440,192,53,53,53,53
608,810,810,317,317,190,637,53,53,53,53
609,506,169,708,54,106,433,53,53,53,53
610,457,104,665,358,409,19,53,53,53,53
611,313,26,578,197,425,354,53,53,53,53
612,760,323,5,768,473,40,53,53,53,53
613,536,253,663,602,88,691,53,53,53,53
614,727,572,572,211,281,680,53,53,53,53
615,389,142,340,374,64,221,53,53,53,53
616,237,662,360,552,652,530,53,53,53,53
617,85,493,517,236,119,85,53,53,53,53
618,159,109,80,730,97,23,53,53,53,53
619,127,674,674,733,110,446,53,53,53,53
620,454,752,245,21,5,64,53,53,53,53
621,326,719,719,719,529,335,53,53,53,53
622,170,0,663,166,398,574,53,53,53,53
623,667,711,165,169,149,671,53,53,53,53
624,3,3,3,3,3,454,53,53,53,53
625,360,102,308,224,623,474,53,53,53,53
626,301,14,249,14,459,660,53,53,53,53
627,166,717,787,537,618,801,53,53,53,53
628,721,598,190,650,748,748,53,53,53,53
629,105,274,695,695,405,310,53,53,53,53
